9.999999999999998890e-01 2.500000000000975834e-04
9.841340361651920166e-01 1.417300071034985863e-02
9.682720665019324269e-01 2.798310727391029387e-02
9.524180841762578398e-01 4.160917552134623526e-02
9.365760803434354242e-01 5.500391847746102097e-02
9.207500431432115162e-01 6.813850799611868847e-02
9.049439566958173975e-01 8.099797357899252148e-02
8.891618000989889303e-01 9.357733920035610220e-02
8.734075464262507360e-01 1.058784354401148542e-01
8.576851617267149397e-01 1.179073221097745039e-01
8.419986040266501659e-01 1.296722557392783748e-01
8.263518223330695855e-01 1.411821366617541929e-01
8.107487556395898132e-01 1.524453718630770505e-01
7.951933319348093443e-01 1.634690921213755865e-01
7.796894672134594417e-01 1.742586651112389140e-01
7.642410644905727191e-01 1.848174499497319545e-01
7.488520128189207758e-01 1.951467429784579655e-01
7.335261863099650226e-01 2.052458692731010392e-01
7.182674431585703845e-01 2.151123793197544098e-01
7.030796246717250231e-01 2.247423153738298263e-01
6.879665543015128781e-01 2.341305171093316928e-01
6.729320366825783939e-01 2.432709411710402281e-01
6.579798566743311206e-01 2.521569740684024841e-01
6.431137784081281117e-01 2.607817224187148897e-01
6.283375443396724824e-01 2.691382687923313255e-01
6.136548743068714895e-01 2.772198852810413561e-01
5.990694645933862805e-01 2.850202003624077163e-01
5.845849869981135649e-01 2.925333176404106839e-01
5.702050879108284676e-01 2.997538875912130196e-01
5.559333873942259308e-01 3.066771355287226108e-01
5.417734782725895926e-01 3.132988506350624647e-01
5.277289252273172915e-01 3.196153420927854705e-01
5.138032638995313484e-01 3.256233691338722425e-01
5.000000000000001110e-01 3.313200522175362983e-01
4.863226084265935834e-01 3.367027726027900791e-01
4.727745323894976259e-01 3.417690673352157815e-01
4.593591825444023335e-01 3.465165261662087048e-01
4.460799361338897429e-01 3.509426962146557361e-01
4.329401361372292589e-01 3.550449993136871041e-01
4.199430904288018462e-01 3.588206660062178144e-01
4.070920709453594855e-01 3.622666891081752216e-01
3.943903128623333920e-01 3.653797986905535367e-01
3.818410137793947223e-01 3.681564592801636615e-01
3.694473329154774888e-01 3.705928890792953290e-01
3.572123903134606371e-01 3.726851000868313668e-01
3.451392660547150104e-01 3.744289571927503224e-01
3.332309994837083789e-01 3.758202536341360145e-01
3.214905884428678196e-01 3.768547996578475168e-01
3.099209885178879631e-01 3.775285208415544713e-01
2.985251122936787294e-01 3.778375622841416703e-01
2.873058286211370715e-01 3.777783947868403880e-01
2.762659618949298013e-01 3.773479192014428385e-01
2.654082913424666845e-01 3.765435653111663394e-01
2.547355503242452190e-01 3.753633819190901333e-01
2.442504256457417311e-01 3.738061152317011526e-01
2.339555568810219865e-01 3.718712731217515000e-01
2.238535357082431787e-01 3.695591734146455587e-01
2.139469052572124941e-01 3.668709749443635482e-01
2.042381594691679014e-01 3.638086907467286690e-01
1.947297424689413692e-01 3.603751833783367386e-01
1.854240479496642724e-01 3.565741429484947100e-01
1.763234185701672008e-01 3.524100490103806438e-01
1.674301453652287108e-01 3.478881179598477535e-01
1.587464671688187945e-01 3.430142380217050535e-01
1.502745700504856119e-01 3.377948942526335374e-01
1.420165867650229341e-01 3.322370862487590837e-01
1.339745962155614034e-01 3.263482414090802530e-01
1.261506229302150617e-01 3.201361266713190212e-01
1.185466365524179277e-01 3.136087616052836702e-01
1.111645513450765232e-01 3.067743356244184150e-01
1.040062257086641351e-01 2.996411318654572109e-01
9.707346171337882801e-02 2.922174599980708054e-01
9.036800464548166989e-02 2.845115998722035910e-01
8.389154256793041053e-02 2.765317575032867903e-01
7.764570589541863743e-02 2.682860344487820181e-01
7.163206698392743377e-02 2.597824111584547402e-01
6.585213973489323358e-02 2.510287444007193725e-01
6.030737921409157209e-02 2.420327783934669852e-01
5.499918128533154427e-02 2.328021688146801604e-01
4.992888225905456334e-02 2.233445184495264912e-01
4.509775855592612626e-02 2.136674228588697766e-01
4.050702638550263135e-02 2.037785241399532321e-01
3.615784144005795842e-02 1.936855706021681500e-01
3.205129860364375194e-02 1.833964800058995870e-01
2.818843167645834757e-02 1.729194039147709805e-01
2.457021311459295365e-02 1.622627906930693975e-01
2.119755378522125699e-02 1.514354447402360693e-01
1.807130273729329328e-02 1.404465796901731844e-01
1.519224698779197968e-02 1.293058635096763775e-01
1.256111132360571148e-02 1.180234537003739953e-01
1.017855811906731578e-02 1.066100211331797443e-01
8.045187169204659483e-03 9.507676141292259464e-02
6.161535538745877005e-03 8.343539307179365094e-02
4.528077426915411152e-03 7.169814231092307144e-02
3.145224048057615462e-03 5.987771443676778715e-02
2.013323528115562588e-03 4.798725255978284615e-02
1.132660816992037134e-03 3.604028452427786300e-02
5.034576168149174080e-04 2.405065940814243852e-02
1.258723261249317105e-04 1.203247525805311788e-02
0.000000000000000000e+00 0.000000000000000000e+00
1.258723261249317105e-04 -1.189280353050210792e-02
5.034576168149174080e-04 -2.376460711714101573e-02
1.132660816992037134e-03 -3.559457253781779518e-02
2.013323528115562588e-03 -4.736230557084632198e-02
3.145224048057615462e-03 -5.904806481546980013e-02
4.528077426915411152e-03 -7.063295507750402824e-02
6.161535538745877005e-03 -8.209910081431813500e-02
8.045187169204659483e-03 -9.342979565920817020e-02
1.017855811906731578e-02 -1.046096246756111209e-01
1.256111132360571148e-02 -1.156245567096909344e-01
1.519224698779197968e-02 -1.264620049963667558e-01
1.807130273729329328e-02 -1.371108550076809429e-01
2.119755378522125699e-02 -1.475614593911974137e-01
2.457021311459295365e-02 -1.578056007066656052e-01
2.818843167645834757e-02 -1.678364235083291967e-01
3.205129860364375194e-02 -1.776483381152717256e-01
3.615784144005795842e-02 -1.872368991415442885e-01
4.050702638550263135e-02 -1.965986625016573341e-01
4.509775855592612626e-02 -2.057310251477915686e-01
4.992888225905456334e-02 -2.146320522179356594e-01
5.499918128533154427e-02 -2.233002965674568685e-01
6.030737921409157209e-02 -2.317346158121667277e-01
6.585213973489323358e-02 -2.399339920243617752e-01
7.163206698392743377e-02 -2.478973590940445337e-01
7.764570589541863743e-02 -2.556234424990023735e-01
8.389154256793041053e-02 -2.631106158269154727e-01
9.036800464548166989e-02 -2.703567778711824521e-01
9.707346171337882801e-02 -2.773592534941656251e-01
1.040062257086641351e-01 -2.841147207346013115e-01
1.111645513450765232e-01 -2.906191658501670605e-01
1.185466365524179277e-01 -2.968678671539614067e-01
1.261506229302150617e-01 -3.028554076487214863e-01
1.339745962155614034e-01 -3.085757156096737286e-01
1.420165867650229341e-01 -3.140221314408591091e-01
1.502745700504856119e-01 -3.191874983549618516e-01
1.587464671688187945e-01 -3.240642737262996453e-01
1.674301453652287108e-01 -3.286446573619806744e-01
1.763234185701672008e-01 -3.329207324461053163e-01
1.854240479496642724e-01 -3.368846145519723279e-01
1.947297424689413692e-01 -3.405286038996076514e-01
2.042381594691679014e-01 -3.438453359686216571e-01
2.139469052572124941e-01 -3.468279256630690810e-01
2.238535357082431787e-01 -3.494701004647497999e-01
2.339555568810219865e-01 -3.517663183986594611e-01
2.442504256457417311e-01 -3.537118671588859731e-01
2.547355503242452190e-01 -3.553029413904653655e-01
2.654082913424666845e-01 -3.565366958737397063e-01
2.762659618949298013e-01 -3.574112731900065398e-01
2.873058286211370715e-01 -3.579258053349507751e-01
2.985251122936787294e-01 -3.580803896611847170e-01
3.099209885178879631e-01 -3.578760404430965103e-01
3.214905884428678196e-01 -3.573146182350681599e-01
3.332309994837083789e-01 -3.563987400068916456e-01
3.451392660547150104e-01 -3.551316737576661331e-01
3.572123903134606371e-01 -3.535172219032822194e-01
3.694473329154774888e-01 -3.515595981772490775e-01
3.818410137793947223e-01 -3.492633030583429110e-01
3.943903128623333920e-01 -3.466330028241794148e-01
4.070920709453594855e-01 -3.436734172156387102e-01
4.199430904288018462e-01 -3.403892203774575576e-01
4.329401361372292589e-01 -3.367849592163612571e-01
4.460799361338897429e-01 -3.328649925979814128e-01
4.593591825444023335e-01 -3.286334539030642543e-01
4.727745323894976259e-01 -3.240942384050863323e-01
4.863226084265935834e-01 -3.192510157456607822e-01
5.000000000000001110e-01 -3.141072665083495807e-01
5.138032638995313484e-01 -3.086663405694826667e-01
5.277289252273172915e-01 -3.029315335858793201e-01
5.417734782725895926e-01 -2.969061767183792111e-01
5.559333873942259308e-01 -2.905937335449415571e-01
5.702050879108284676e-01 -2.839978971483975712e-01
5.845849869981135649e-01 -2.771226796333537967e-01
5.990694645933862805e-01 -2.699724858953909123e-01
6.136548743068714895e-01 -2.625521633925411713e-01
6.283375443396724824e-01 -2.548670200091104898e-01
6.431137784081281117e-01 -2.469228029046829642e-01
6.579798566743311206e-01 -2.387256325486377118e-01
6.729320366825783939e-01 -2.302818879856678158e-01
6.879665543015128781e-01 -2.215980417828657123e-01
7.030796246717250231e-01 -2.126804460839629429e-01
7.182674431585703845e-01 -2.035350747378202874e-01
7.335261863099650226e-01 -1.941672305581068625e-01
7.488520128189207758e-01 -1.845812313756458878e-01
7.642410644905727191e-01 -1.747800936143590056e-01
7.796894672134594417e-01 -1.647652375898704113e-01
7.951933319348093443e-01 -1.545362445140354424e-01
8.107487556395898132e-01 -1.440907011902570201e-01
8.263518223330695855e-01 -1.334241744895125203e-01
8.419986040266501659e-01 -1.225303637773772908e-01
8.576851617267149397e-01 -1.114014853771587849e-01
8.734075464262507360e-01 -1.000289487518088577e-01
8.891618000989889303e-01 -8.840438920715075477e-02
9.049439566958173975e-01 -7.652112639452879339e-02
9.207500431432115162e-01 -6.437612155229713307e-02
9.365760803434354242e-01 -5.197250910230700321e-02
9.524180841762578398e-01 -3.932277974242462393e-02
9.682720665019324269e-01 -2.645269238818634752e-02
9.841340361651920166e-01 -1.340599106505298982e-02
9.999999999999998890e-01 -2.500000000000922166e-04
